rok,pohlavi,vek,okres_lau_kod,okres_nazev,kraj_nuts_kod,kraj_nazev,pocet_vysetreni,populace
2013,Z,35-39,CZ0644,Břeclav,CZ064,Jihomoravský kraj,2985,4901
2013,Z,35-39,CZ0645,Hodonín,CZ064,Jihomoravský kraj,3468,6314
2013,Z,35-39,CZ0646,Vyškov,CZ064,Jihomoravský kraj,2417,3867
2013,Z,35-39,CZ0647,Znojmo,CZ064,Jihomoravský kraj,2649,4667
2013,Z,35-39,CZ0711,Jeseník,CZ071,Olomoucký kraj,724,1527
2013,Z,35-39,CZ0712,Olomouc,CZ071,Olomoucký kraj,6061,10302
2013,Z,35-39,CZ0713,Prostějov,CZ071,Olomoucký kraj,3026,4669
2013,Z,35-39,CZ0714,Přerov,CZ071,Olomoucký kraj,3228,5290
2013,Z,35-39,CZ0715,Šumperk,CZ071,Olomoucký kraj,3093,5099
2013,Z,35-39,CZ0721,Kroměříž,CZ072,Zlínský kraj,2667,4411
2013,Z,35-39,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,3435,5676
2013,Z,35-39,CZ0723,Vsetín,CZ072,Zlínský kraj,3421,5808
2013,Z,35-39,CZ0724,Zlín,CZ072,Zlínský kraj,4908,8193
2013,Z,35-39,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,2267,3735
2013,Z,35-39,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,5125,8641
2013,Z,35-39,CZ0803,Karviná,CZ080,Moravskoslezský kraj,5188,9681
2013,Z,35-39,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,3664,6270
2013,Z,35-39,CZ0805,Opava,CZ080,Moravskoslezský kraj,4417,7299
2013,Z,35-39,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,7106,13276
2013,Z,40-44,CZ0100,Praha,CZ010,Hlavní město Praha,22726,45584
2013,Z,40-44,CZ0201,Benešov,CZ020,Středočeský kraj,2087,3398
2013,Z,40-44,CZ0202,Beroun,CZ020,Středočeský kraj,1939,3279
2013,Z,40-44,CZ0203,Kladno,CZ020,Středočeský kraj,3526,6223
2013,Z,40-44,CZ0204,Kolín,CZ020,Středočeský kraj,2059,3450
2013,Z,40-44,CZ0205,Kutná Hora,CZ020,Středočeský kraj,1572,2650
2013,Z,40-44,CZ0206,Mělník,CZ020,Středočeský kraj,2378,4059
2013,Z,40-44,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,3026,4593
2013,Z,40-44,CZ0208,Nymburk,CZ020,Středočeský kraj,1898,3532
2013,Z,40-44,CZ0209,Praha-východ,CZ020,Středočeský kraj,3844,6537
2013,Z,40-44,CZ020A,Praha-západ,CZ020,Středočeský kraj,3198,5622
2013,Z,40-44,CZ020B,Příbram,CZ020,Středočeský kraj,2498,4010
2013,Z,40-44,CZ020C,Rakovník,CZ020,Středočeský kraj,1215,1957
2013,Z,40-44,CZ0311,České Budějovice,CZ031,Jihočeský kraj,4544,7140
2013,Z,40-44,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1417,2311
2013,Z,40-44,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,2175,3320
2013,Z,40-44,CZ0314,Písek,CZ031,Jihočeský kraj,1557,2507
2013,Z,40-44,CZ0315,Prachatice,CZ031,Jihočeský kraj,1067,1829
2013,Z,40-44,CZ0316,Strakonice,CZ031,Jihočeský kraj,1418,2462
2013,Z,40-44,CZ0317,Tábor,CZ031,Jihočeský kraj,2336,3628
2013,Z,40-44,CZ0321,Domažlice,CZ032,Plzeňský kraj,1317,2263
2013,Z,40-44,CZ0322,Klatovy,CZ032,Plzeňský kraj,1816,3104
2013,Z,40-44,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,3873,6523
2013,Z,40-44,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,1519,2195
2013,Z,40-44,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,1797,2776
2013,Z,40-44,CZ0326,Rokycany,CZ032,Plzeňský kraj,1017,1729
2013,Z,40-44,CZ0327,Tachov,CZ032,Plzeňský kraj,1265,1983
2013,Z,40-44,CZ0411,Cheb,CZ041,Karlovarský kraj,1835,3456
2013,Z,40-44,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,2224,4258
2013,Z,40-44,CZ0413,Sokolov,CZ041,Karlovarský kraj,1981,3434
2013,Z,40-44,CZ0421,Děčín,CZ042,Ústecký kraj,2681,4970
2013,Z,40-44,CZ0422,Chomutov,CZ042,Ústecký kraj,2713,4570
2013,Z,40-44,CZ0423,Litoměřice,CZ042,Ústecký kraj,2538,4279
2013,Z,40-44,CZ0424,Louny,CZ042,Ústecký kraj,1756,3078
2013,Z,40-44,CZ0425,Most,CZ042,Ústecký kraj,2310,4225
2013,Z,40-44,CZ0426,Teplice,CZ042,Ústecký kraj,2537,4958
2013,Z,40-44,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,2599,4588
2013,Z,40-44,CZ0511,Česká Lípa,CZ051,Liberecký kraj,2075,3784
2013,Z,40-44,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,1992,3389
2013,Z,40-44,CZ0513,Liberec,CZ051,Liberecký kraj,3711,6407
2013,Z,40-44,CZ0514,Semily,CZ051,Liberecký kraj,1765,2700
2013,Z,40-44,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,3474,5854
2013,Z,40-44,CZ0522,Jičín,CZ052,Královéhradecký kraj,1794,2784
2013,Z,40-44,CZ0523,Náchod,CZ052,Královéhradecký kraj,2547,4062
2013,Z,40-44,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,1807,2817
2013,Z,40-44,CZ0525,Trutnov,CZ052,Královéhradecký kraj,2528,4408
2013,Z,40-44,CZ0531,Chrudim,CZ053,Pardubický kraj,2485,3626
2013,Z,40-44,CZ0532,Pardubice,CZ053,Pardubický kraj,3847,6153
2013,Z,40-44,CZ0533,Svitavy,CZ053,Pardubický kraj,2275,3724
2013,Z,40-44,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,3239,4970
2013,Z,40-44,CZ0631,Havlíčkův Brod,CZ063,Vysočina,2027,3306
2013,Z,40-44,CZ0632,Jihlava,CZ063,Vysočina,2505,4076
2013,Z,40-44,CZ0633,Pelhřimov,CZ063,Vysočina,1576,2537
2013,Z,40-44,CZ0634,Třebíč,CZ063,Vysočina,2435,3898
2013,Z,40-44,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,2484,4197
2013,Z,40-44,CZ0641,Blansko,CZ064,Jihomoravský kraj,2231,3830
2013,Z,40-44,CZ0642,Brno-město,CZ064,Jihomoravský kraj,7116,12758
2013,Z,40-44,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,4780,7820
2013,Z,40-44,CZ0644,Břeclav,CZ064,Jihomoravský kraj,2507,4232
2013,Z,40-44,CZ0645,Hodonín,CZ064,Jihomoravský kraj,2997,5695
2013,Z,40-44,CZ0646,Vyškov,CZ064,Jihomoravský kraj,1950,3215
2013,Z,40-44,CZ0647,Znojmo,CZ064,Jihomoravský kraj,2360,4245
2013,Z,40-44,CZ0711,Jeseník,CZ071,Olomoucký kraj,578,1320
2013,Z,40-44,CZ0712,Olomouc,CZ071,Olomoucký kraj,4877,8294
2013,Z,40-44,CZ0713,Prostějov,CZ071,Olomoucký kraj,2380,3942
2013,Z,40-44,CZ0714,Přerov,CZ071,Olomoucký kraj,2851,4813
2013,Z,40-44,CZ0715,Šumperk,CZ071,Olomoucký kraj,2626,4450
2013,Z,40-44,CZ0721,Kroměříž,CZ072,Zlínský kraj,2274,3789
2013,Z,40-44,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,3055,5143
2013,Z,40-44,CZ0723,Vsetín,CZ072,Zlínský kraj,3086,5158
2013,Z,40-44,CZ0724,Zlín,CZ072,Zlínský kraj,4010,6821
2013,Z,40-44,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,1998,3447
2013,Z,40-44,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,4419,7772
2013,Z,40-44,CZ0803,Karviná,CZ080,Moravskoslezský kraj,5038,9397
2013,Z,40-44,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,3214,5451
2013,Z,40-44,CZ0805,Opava,CZ080,Moravskoslezský kraj,3764,6343
2013,Z,40-44,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,6374,11956
2013,Z,45-49,CZ0100,Praha,CZ010,Hlavní město Praha,19582,40507
2013,Z,45-49,CZ0201,Benešov,CZ020,Středočeský kraj,1727,2975
2013,Z,45-49,CZ0202,Beroun,CZ020,Středočeský kraj,1518,2816
2013,Z,45-49,CZ0203,Kladno,CZ020,Středočeský kraj,2814,5406
2013,Z,45-49,CZ0204,Kolín,CZ020,Středočeský kraj,1613,3034
2013,Z,45-49,CZ0205,Kutná Hora,CZ020,Středočeský kraj,1278,2387
2013,Z,45-49,CZ0206,Mělník,CZ020,Středočeský kraj,1818,3461
2013,Z,45-49,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,2359,3838
2013,Z,45-49,CZ0208,Nymburk,CZ020,Středočeský kraj,1504,2900
2013,Z,45-49,CZ0209,Praha-východ,CZ020,Středočeský kraj,2866,5067
2013,Z,45-49,CZ020A,Praha-západ,CZ020,Středočeský kraj,2295,4218
2013,Z,45-49,CZ020B,Příbram,CZ020,Středočeský kraj,2162,3725
2013,Z,45-49,CZ020C,Rakovník,CZ020,Středočeský kraj,1086,1774
2013,Z,45-49,CZ0311,České Budějovice,CZ031,Jihočeský kraj,3892,6340
2013,Z,45-49,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1150,1953
2013,Z,45-49,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,1790,2811
2013,Z,45-49,CZ0314,Písek,CZ031,Jihočeský kraj,1320,2230
2013,Z,45-49,CZ0315,Prachatice,CZ031,Jihočeský kraj,900,1630
2013,Z,45-49,CZ0316,Strakonice,CZ031,Jihočeský kraj,1232,2285
2013,Z,45-49,CZ0317,Tábor,CZ031,Jihočeský kraj,2017,3233
2013,Z,45-49,CZ0321,Domažlice,CZ032,Plzeňský kraj,1044,1939
2013,Z,45-49,CZ0322,Klatovy,CZ032,Plzeňský kraj,1586,2872
2013,Z,45-49,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,3485,5916
2013,Z,45-49,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,1251,1911
2013,Z,45-49,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,1491,2469
2013,Z,45-49,CZ0326,Rokycany,CZ032,Plzeňský kraj,822,1531
2013,Z,45-49,CZ0327,Tachov,CZ032,Plzeňský kraj,1046,1785
2013,Z,45-49,CZ0411,Cheb,CZ041,Karlovarský kraj,1570,3124
2013,Z,45-49,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,1778,3854
2013,Z,45-49,CZ0413,Sokolov,CZ041,Karlovarský kraj,1685,3128
2013,Z,45-49,CZ0421,Děčín,CZ042,Ústecký kraj,2100,4138
2013,Z,45-49,CZ0422,Chomutov,CZ042,Ústecký kraj,2324,4214
2013,Z,45-49,CZ0423,Litoměřice,CZ042,Ústecký kraj,2091,3712
2013,Z,45-49,CZ0424,Louny,CZ042,Ústecký kraj,1364,2711
2013,Z,45-49,CZ0425,Most,CZ042,Ústecký kraj,2125,4054
2013,Z,45-49,CZ0426,Teplice,CZ042,Ústecký kraj,2066,4335
2013,Z,45-49,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,2038,3904
2013,Z,45-49,CZ0511,Česká Lípa,CZ051,Liberecký kraj,1685,3415
2013,Z,45-49,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,1654,2916
2013,Z,45-49,CZ0513,Liberec,CZ051,Liberecký kraj,2705,5395
2013,Z,45-49,CZ0514,Semily,CZ051,Liberecký kraj,1408,2344
2013,Z,45-49,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,2850,5105
2013,Z,45-49,CZ0522,Jičín,CZ052,Královéhradecký kraj,1524,2493
2013,Z,45-49,CZ0523,Náchod,CZ052,Královéhradecký kraj,2177,3565
2013,Z,45-49,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,1486,2438
2013,Z,45-49,CZ0525,Trutnov,CZ052,Královéhradecký kraj,2048,3824
2013,Z,45-49,CZ0531,Chrudim,CZ053,Pardubický kraj,2106,3351
2013,Z,45-49,CZ0532,Pardubice,CZ053,Pardubický kraj,3111,5260
2013,Z,45-49,CZ0533,Svitavy,CZ053,Pardubický kraj,1819,3270
2013,Z,45-49,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,2646,4428
2013,Z,45-49,CZ0631,Havlíčkův Brod,CZ063,Vysočina,1729,3021
2013,Z,45-49,CZ0632,Jihlava,CZ063,Vysočina,1981,3494
2013,Z,45-49,CZ0633,Pelhřimov,CZ063,Vysočina,1427,2331
2013,Z,45-49,CZ0634,Třebíč,CZ063,Vysočina,2310,3823
2013,Z,45-49,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,2131,3846
2013,Z,45-49,CZ0641,Blansko,CZ064,Jihomoravský kraj,1744,3312
2013,Z,45-49,CZ0642,Brno-město,CZ064,Jihomoravský kraj,6297,12037
2013,Z,45-49,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,3665,6607
2013,Z,45-49,CZ0644,Břeclav,CZ064,Jihomoravský kraj,2192,3840
2013,Z,45-49,CZ0645,Hodonín,CZ064,Jihomoravský kraj,2603,5187
2013,Z,45-49,CZ0646,Vyškov,CZ064,Jihomoravský kraj,1518,2799
2013,Z,45-49,CZ0647,Znojmo,CZ064,Jihomoravský kraj,1892,3681
2013,Z,45-49,CZ0711,Jeseník,CZ071,Olomoucký kraj,553,1255
2013,Z,45-49,CZ0712,Olomouc,CZ071,Olomoucký kraj,4286,7364
2013,Z,45-49,CZ0713,Prostějov,CZ071,Olomoucký kraj,2018,3431
2013,Z,45-49,CZ0714,Přerov,CZ071,Olomoucký kraj,2411,4462
2013,Z,45-49,CZ0715,Šumperk,CZ071,Olomoucký kraj,2195,3830
2013,Z,45-49,CZ0721,Kroměříž,CZ072,Zlínský kraj,1848,3474
2013,Z,45-49,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,2804,4889
2013,Z,45-49,CZ0723,Vsetín,CZ072,Zlínský kraj,2813,4850
2013,Z,45-49,CZ0724,Zlín,CZ072,Zlínský kraj,3375,6157
2013,Z,45-49,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,1728,3090
2013,Z,45-49,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,3836,7317
2013,Z,45-49,CZ0803,Karviná,CZ080,Moravskoslezský kraj,4879,9538
2013,Z,45-49,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,2817,4973
2013,Z,45-49,CZ0805,Opava,CZ080,Moravskoslezský kraj,3346,5803
2013,Z,45-49,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,5789,11358
2013,Z,50-54,CZ0100,Praha,CZ010,Hlavní město Praha,15954,36802
2013,Z,50-54,CZ0201,Benešov,CZ020,Středočeský kraj,1385,2827
2013,Z,50-54,CZ0202,Beroun,CZ020,Středočeský kraj,1174,2481
2013,Z,50-54,CZ0203,Kladno,CZ020,Středočeský kraj,2101,4627
2013,Z,50-54,CZ0204,Kolín,CZ020,Středočeský kraj,1310,2762
2013,Z,50-54,CZ0205,Kutná Hora,CZ020,Středočeský kraj,1056,2286
2013,Z,50-54,CZ0206,Mělník,CZ020,Středočeský kraj,1336,2912
2013,Z,50-54,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,1938,3456
2013,Z,50-54,CZ0208,Nymburk,CZ020,Středočeský kraj,1227,2679
2013,Z,50-54,CZ0209,Praha-východ,CZ020,Středočeský kraj,2093,4226
2013,Z,50-54,CZ020A,Praha-západ,CZ020,Středočeský kraj,1652,3488
2013,Z,50-54,CZ020B,Příbram,CZ020,Středočeský kraj,1909,3531
2013,Z,50-54,CZ020C,Rakovník,CZ020,Středočeský kraj,944,1654
2013,Z,50-54,CZ0311,České Budějovice,CZ031,Jihočeský kraj,3135,5787
2013,Z,50-54,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1078,1871
2013,Z,50-54,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,1735,2882
2013,Z,50-54,CZ0314,Písek,CZ031,Jihočeský kraj,1177,2201
2013,Z,50-54,CZ0315,Prachatice,CZ031,Jihočeský kraj,814,1612
2013,Z,50-54,CZ0316,Strakonice,CZ031,Jihočeský kraj,1036,2213
2013,Z,50-54,CZ0317,Tábor,CZ031,Jihočeský kraj,1938,3238
2013,Z,50-54,CZ0321,Domažlice,CZ032,Plzeňský kraj,910,1799
2013,Z,50-54,CZ0322,Klatovy,CZ032,Plzeňský kraj,1334,2743
2013,Z,50-54,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,3098,5764
2013,Z,50-54,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,1077,1794
2013,Z,50-54,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,1238,2249
2013,Z,50-54,CZ0326,Rokycany,CZ032,Plzeňský kraj,693,1406
2013,Z,50-54,CZ0327,Tachov,CZ032,Plzeňský kraj,992,1675
2013,Z,50-54,CZ0411,Cheb,CZ041,Karlovarský kraj,1273,2875
2013,Z,50-54,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,1490,3781
2013,Z,50-54,CZ0413,Sokolov,CZ041,Karlovarský kraj,1381,2803
2013,Z,50-54,CZ0421,Děčín,CZ042,Ústecký kraj,1494,3558
2013,Z,50-54,CZ0422,Chomutov,CZ042,Ústecký kraj,1893,3943
2013,Z,50-54,CZ0423,Litoměřice,CZ042,Ústecký kraj,1687,3351
2013,Z,50-54,CZ0424,Louny,CZ042,Ústecký kraj,1177,2592
2013,Z,50-54,CZ0425,Most,CZ042,Ústecký kraj,1708,3511
2013,Z,50-54,CZ0426,Teplice,CZ042,Ústecký kraj,1526,3696
2013,Z,50-54,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,1485,3355
2013,Z,50-54,CZ0511,Česká Lípa,CZ051,Liberecký kraj,1328,3125
2013,Z,50-54,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,1276,2614
2013,Z,50-54,CZ0513,Liberec,CZ051,Liberecký kraj,2172,4837
2013,Z,50-54,CZ0514,Semily,CZ051,Liberecký kraj,1146,2180
2013,Z,50-54,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,2358,4849
2013,Z,50-54,CZ0522,Jičín,CZ052,Královéhradecký kraj,1271,2365
2013,Z,50-54,CZ0523,Náchod,CZ052,Královéhradecký kraj,1827,3354
2013,Z,50-54,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,1214,2271
2013,Z,50-54,CZ0525,Trutnov,CZ052,Královéhradecký kraj,1680,3551
2013,Z,50-54,CZ0531,Chrudim,CZ053,Pardubický kraj,1880,3238
2013,Z,50-54,CZ0532,Pardubice,CZ053,Pardubický kraj,2603,5083
2013,Z,50-54,CZ0533,Svitavy,CZ053,Pardubický kraj,1571,3073
2013,Z,50-54,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,2203,4066
2013,Z,50-54,CZ0631,Havlíčkův Brod,CZ063,Vysočina,1502,3005
2013,Z,50-54,CZ0632,Jihlava,CZ063,Vysočina,1738,3421
2013,Z,50-54,CZ0633,Pelhřimov,CZ063,Vysočina,1186,2215
2013,Z,50-54,CZ0634,Třebíč,CZ063,Vysočina,2032,3590
2013,Z,50-54,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,1796,3674
2013,Z,50-54,CZ0641,Blansko,CZ064,Jihomoravský kraj,1418,3082
2013,Z,50-54,CZ0642,Brno-město,CZ064,Jihomoravský kraj,5382,11537
2013,Z,50-54,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,2983,5911
2013,Z,50-54,CZ0644,Břeclav,CZ064,Jihomoravský kraj,1798,3581
2013,Z,50-54,CZ0645,Hodonín,CZ064,Jihomoravský kraj,2096,4995
2013,Z,50-54,CZ0646,Vyškov,CZ064,Jihomoravský kraj,1253,2718
2013,Z,50-54,CZ0647,Znojmo,CZ064,Jihomoravský kraj,1475,3337
2013,Z,50-54,CZ0711,Jeseník,CZ071,Olomoucký kraj,435,1254
2013,Z,50-54,CZ0712,Olomouc,CZ071,Olomoucký kraj,3758,7194
2013,Z,50-54,CZ0713,Prostějov,CZ071,Olomoucký kraj,1681,3323
2013,Z,50-54,CZ0714,Přerov,CZ071,Olomoucký kraj,1936,4170
2013,Z,50-54,CZ0715,Šumperk,CZ071,Olomoucký kraj,1944,3764
2013,Z,50-54,CZ0721,Kroměříž,CZ072,Zlínský kraj,1674,3472
2013,Z,50-54,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,2303,4623
2013,Z,50-54,CZ0723,Vsetín,CZ072,Zlínský kraj,2545,4697
2013,Z,50-54,CZ0724,Zlín,CZ072,Zlínský kraj,2906,6150
2013,Z,50-54,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,1357,2859
2013,Z,50-54,CZ0802,Frýdek-Místek,CZ080,Moravskoslezský kraj,3047,6757
2013,Z,50-54,CZ0803,Karviná,CZ080,Moravskoslezský kraj,3894,8664
2013,Z,50-54,CZ0804,Nový Jičín,CZ080,Moravskoslezský kraj,2518,4759
2013,Z,50-54,CZ0805,Opava,CZ080,Moravskoslezský kraj,3095,5790
2013,Z,50-54,CZ0806,Ostrava-město,CZ080,Moravskoslezský kraj,4913,10420
2013,Z,55-59,CZ0100,Praha,CZ010,Hlavní město Praha,15988,40945
2013,Z,55-59,CZ0201,Benešov,CZ020,Středočeský kraj,1521,3387
2013,Z,55-59,CZ0202,Beroun,CZ020,Středočeský kraj,1165,2799
2013,Z,55-59,CZ0203,Kladno,CZ020,Středočeský kraj,2070,5310
2013,Z,55-59,CZ0204,Kolín,CZ020,Středočeský kraj,1337,3262
2013,Z,55-59,CZ0205,Kutná Hora,CZ020,Středočeský kraj,1062,2631
2013,Z,55-59,CZ0206,Mělník,CZ020,Středočeský kraj,1314,3281
2013,Z,55-59,CZ0207,Mladá Boleslav,CZ020,Středočeský kraj,2175,4108
2013,Z,55-59,CZ0208,Nymburk,CZ020,Středočeský kraj,1215,3213
2013,Z,55-59,CZ0209,Praha-východ,CZ020,Středočeský kraj,2034,4612
2013,Z,55-59,CZ020A,Praha-západ,CZ020,Středočeský kraj,1649,3739
2013,Z,55-59,CZ020B,Příbram,CZ020,Středočeský kraj,1981,4063
2013,Z,55-59,CZ020C,Rakovník,CZ020,Středočeský kraj,986,1996
2013,Z,55-59,CZ0311,České Budějovice,CZ031,Jihočeský kraj,3182,6560
2013,Z,55-59,CZ0312,Český Krumlov,CZ031,Jihočeský kraj,1112,2099
2013,Z,55-59,CZ0313,Jindřichův Hradec,CZ031,Jihočeský kraj,1887,3303
2013,Z,55-59,CZ0314,Písek,CZ031,Jihočeský kraj,1198,2479
2013,Z,55-59,CZ0315,Prachatice,CZ031,Jihočeský kraj,812,1850
2013,Z,55-59,CZ0316,Strakonice,CZ031,Jihočeský kraj,1045,2577
2013,Z,55-59,CZ0317,Tábor,CZ031,Jihočeský kraj,2045,3680
2013,Z,55-59,CZ0321,Domažlice,CZ032,Plzeňský kraj,1027,2176
2013,Z,55-59,CZ0322,Klatovy,CZ032,Plzeňský kraj,1346,3115
2013,Z,55-59,CZ0323,Plzeň-město,CZ032,Plzeňský kraj,3291,6592
2013,Z,55-59,CZ0324,Plzeň-jih,CZ032,Plzeňský kraj,1110,2046
2013,Z,55-59,CZ0325,Plzeň-sever,CZ032,Plzeňský kraj,1289,2560
2013,Z,55-59,CZ0326,Rokycany,CZ032,Plzeňský kraj,671,1651
2013,Z,55-59,CZ0327,Tachov,CZ032,Plzeňský kraj,1023,1873
2013,Z,55-59,CZ0411,Cheb,CZ041,Karlovarský kraj,1220,3258
2013,Z,55-59,CZ0412,Karlovy Vary,CZ041,Karlovarský kraj,1540,4281
2013,Z,55-59,CZ0413,Sokolov,CZ041,Karlovarský kraj,1396,3020
2013,Z,55-59,CZ0421,Děčín,CZ042,Ústecký kraj,1616,4415
2013,Z,55-59,CZ0422,Chomutov,CZ042,Ústecký kraj,1900,4333
2013,Z,55-59,CZ0423,Litoměřice,CZ042,Ústecký kraj,1883,4244
2013,Z,55-59,CZ0424,Louny,CZ042,Ústecký kraj,1142,3046
2013,Z,55-59,CZ0425,Most,CZ042,Ústecký kraj,1717,3933
2013,Z,55-59,CZ0426,Teplice,CZ042,Ústecký kraj,1540,4316
2013,Z,55-59,CZ0427,Ústí nad Labem,CZ042,Ústecký kraj,1544,3899
2013,Z,55-59,CZ0511,Česká Lípa,CZ051,Liberecký kraj,1246,3609
2013,Z,55-59,CZ0512,Jablonec nad Nisou,CZ051,Liberecký kraj,1301,3016
2013,Z,55-59,CZ0513,Liberec,CZ051,Liberecký kraj,2135,5470
2013,Z,55-59,CZ0514,Semily,CZ051,Liberecký kraj,1233,2574
2013,Z,55-59,CZ0521,Hradec Králové,CZ052,Královéhradecký kraj,2403,5757
2013,Z,55-59,CZ0522,Jičín,CZ052,Královéhradecký kraj,1238,2819
2013,Z,55-59,CZ0523,Náchod,CZ052,Královéhradecký kraj,1896,3777
2013,Z,55-59,CZ0524,Rychnov nad Kněžnou,CZ052,Královéhradecký kraj,1295,2750
2013,Z,55-59,CZ0525,Trutnov,CZ052,Královéhradecký kraj,1615,4082
2013,Z,55-59,CZ0531,Chrudim,CZ053,Pardubický kraj,1904,3671
2013,Z,55-59,CZ0532,Pardubice,CZ053,Pardubický kraj,2695,5854
2013,Z,55-59,CZ0533,Svitavy,CZ053,Pardubický kraj,1618,3640
2013,Z,55-59,CZ0534,Ústí nad Orlicí,CZ053,Pardubický kraj,2230,4708
2013,Z,55-59,CZ0631,Havlíčkův Brod,CZ063,Vysočina,1480,3252
2013,Z,55-59,CZ0632,Jihlava,CZ063,Vysočina,1741,3850
2013,Z,55-59,CZ0633,Pelhřimov,CZ063,Vysočina,1175,2503
2013,Z,55-59,CZ0634,Třebíč,CZ063,Vysočina,1887,3855
2013,Z,55-59,CZ0635,Žďár nad Sázavou,CZ063,Vysočina,1648,3876
2013,Z,55-59,CZ0641,Blansko,CZ064,Jihomoravský kraj,1379,3667
2013,Z,55-59,CZ0642,Brno-město,CZ064,Jihomoravský kraj,5190,13104
2013,Z,55-59,CZ0643,Brno-venkov,CZ064,Jihomoravský kraj,2701,6527
2013,Z,55-59,CZ0644,Břeclav,CZ064,Jihomoravský kraj,1779,4190
2013,Z,55-59,CZ0645,Hodonín,CZ064,Jihomoravský kraj,1927,5613
2013,Z,55-59,CZ0646,Vyškov,CZ064,Jihomoravský kraj,1200,3092
2013,Z,55-59,CZ0647,Znojmo,CZ064,Jihomoravský kraj,1595,4037
2013,Z,55-59,CZ0711,Jeseník,CZ071,Olomoucký kraj,473,1540
2013,Z,55-59,CZ0712,Olomouc,CZ071,Olomoucký kraj,3885,8155
2013,Z,55-59,CZ0713,Prostějov,CZ071,Olomoucký kraj,1649,3792
2013,Z,55-59,CZ0714,Přerov,CZ071,Olomoucký kraj,1869,4627
2013,Z,55-59,CZ0715,Šumperk,CZ071,Olomoucký kraj,1874,4358
2013,Z,55-59,CZ0721,Kroměříž,CZ072,Zlínský kraj,1592,3796
2013,Z,55-59,CZ0722,Uherské Hradiště,CZ072,Zlínský kraj,2118,5034
2013,Z,55-59,CZ0723,Vsetín,CZ072,Zlínský kraj,2489,5100
2013,Z,55-59,CZ0724,Zlín,CZ072,Zlínský kraj,2731,6775
2013,Z,55-59,CZ0801,Bruntál,CZ080,Moravskoslezský kraj,1564,3518
